restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad,item_id,protein_per_100cal,fat_per_100cal,carb_per_100cal,sodium_load_pct,health_score,healthy_trap,meal_category,calorie_band
Sonic,4 Piece Super Crunch Chicken Strips,440,190,21,4.0,0.0,70,900,34,2.0,1,29.0,1.0,2.0,1.0,Other,120,6.59,4.77,7.73,39.13,57.99,0,Dessert/Drink,Medium (300-600)
Sonic,5 Piece Super Crunch Chicken Strips,550,240,26,5.0,0.0,90,1120,42,3.0,1,36.0,1.0,3.0,2.0,Other,121,6.55,4.73,7.64,48.7,55.8,0,Dessert/Drink,Medium (300-600)
Sonic,Traditional Ultimate Chicken Sandwich,730,350,39,8.0,0.0,90,1540,62,3.0,11,32.0,4.0,2.0,15.0,Other,122,4.38,5.34,8.49,66.96,48.69,0,Main,High (600-900)
Sonic,Ultimate Chicken Club,100,580,64,15.0,0.5,100,2070,65,4.0,12,39.0,15.0,8.0,30.0,Other,123,39.0,64.0,65.0,90.0,75.8,0,Other,Low (<300)
Sonic,"All Beef All-american Style Dog – 6""",370,160,18,7.0,0.0,40,1180,40,1.0,15,12.0,2.0,4.0,8.0,Other,124,3.24,4.86,10.81,51.3,50.61,0,Other,Medium (300-600)
Sonic,"All Beef Chicago Dog – 6""",430,180,20,7.0,0.0,40,2310,49,1.0,17,14.0,4.0,6.0,10.0,Other,125,3.26,4.65,11.4,100.43,43.13,0,Other,Medium (300-600)
Sonic,"All Beef Chili Cheese Coney – 6""",410,230,26,11.0,0.0,65,1140,30,2.0,4,17.0,10.0,2.0,20.0,Other,126,4.15,6.34,7.32,49.57,49.01,0,Dessert/Drink,Medium (300-600)
Sonic,"All Beef New York Dog – 6""",340,170,19,7.0,0.0,40,1250,30,3.0,4,13.0,2.0,10.0,8.0,Other,127,3.82,5.59,8.82,54.35,50.74,0,Other,Medium (300-600)
Sonic,"All Beef Regular Hot Dog – 6""",320,160,18,7.0,0.0,40,870,27,1.0,3,11.0,0.0,2.0,8.0,Other,128,3.44,5.62,8.44,37.83,52.87,0,Other,Medium (300-600)
Sonic,Cheesy Bacon Pretzel Dog - 6 In.,500,240,26,10.0,0.0,50,1410,46,2.0,7,15.0,1.0,3.0,8.0,Other,129,3.0,5.2,9.2,61.3,46.74,0,Other,Medium (300-600)
Sonic,Corn Dog,210,100,11,4.0,0.0,20,530,23,2.0,4,6.0,0.0,0.0,4.0,Other,130,2.86,5.24,10.95,23.04,56.63,0,Other,Low (<300)
Sonic,Footlong Quarter Pound Coney,830,490,54,22.0,1.0,85,1940,54,3.0,9,30.0,15.0,4.0,30.0,Other,131,3.61,6.51,6.51,84.35,35.48,0,Dessert/Drink,High (600-900)
Sonic,The Original Pretzel Dog,320,160,18,7.0,0.0,35,910,27,1.0,2,11.0,0.0,0.0,4.0,Other,132,3.44,5.62,8.44,39.57,52.6,0,Other,Medium (300-600)
Arbys,Arby's Melt,330,100,11,4.0,0.0,30,920,40,2.0,5,18.0,2.0,0.0,8.0,Other,133,5.45,3.33,12.12,40.0,56.69,0,Other,Medium (300-600)
Arbys,Arby-Q Sandwich,400,90,10,3.0,0.0,30,1230,58,3.0,23,18.0,4.0,10.0,10.0,Other,134,4.5,2.5,14.5,53.48,54.36,0,Main,Medium (300-600)
Arbys,Beef 'n Cheddar Classic,450,180,20,6.0,1.0,50,1280,45,2.0,9,23.0,2.0,2.0,15.0,Other,135,5.11,4.44,10.0,55.65,52.56,0,Other,Medium (300-600)
Arbys,Beef 'n Cheddar Mid,630,290,32,11.0,1.5,100,2100,48,2.0,9,39.0,2.0,2.0,15.0,Other,136,6.19,5.08,7.62,91.3,44.74,0,Other,High (600-900)
Arbys,Bourbon BBQ Brisket Sandwich,650,300,33,12.0,1.0,105,1460,51,2.0,15,38.0,,,,Other,137,5.85,5.08,7.85,63.48,47.94,0,Main,High (600-900)
Arbys,Bourbon BBQ Chicken Sandwich,690,280,31,9.0,0.0,90,1990,66,3.0,16,38.0,,,,Other,138,5.51,4.49,9.57,86.52,46.16,0,Main,High (600-900)
Arbys,Bourbon BBQ Steak Sandwich,690,280,31,9.0,0.0,90,1990,66,3.0,16,38.0,,,,Other,139,5.51,4.49,9.57,86.52,46.16,0,Main,High (600-900)
Arbys,Buttermilk Buffalo Chicken Sandwich,540,220,24,4.5,0.0,60,2110,53,2.0,6,29.0,,,,Other,140,5.37,4.44,9.81,91.74,48.36,0,Main,Medium (300-600)
Arbys,Buttermilk Chicken Bacon & Swiss,650,280,31,9.0,0.0,90,1750,56,2.0,9,39.0,,,,Other,141,6.0,4.77,8.62,76.09,48.26,0,Other,High (600-900)
Arbys,Buttermilk Chicken Cordon Bleu Sandwich,690,310,35,10.0,0.0,110,2000,53,1.0,7,41.0,,,,Other,142,5.94,5.07,7.68,86.96,45.84,0,Main,High (600-900)
Arbys,Buttermilk Crispy Chicken Sandwich,550,230,26,4.5,0.0,60,1480,52,2.0,6,29.0,,,,Other,143,5.27,4.73,9.45,64.35,52.44,0,Main,Medium (300-600)
Arbys,Classic French Dip & Swiss/Au Jus,540,210,23,11.0,1.0,85,2500,50,2.0,3,35.0,2.0,8.0,15.0,Other,144,6.48,4.26,9.26,108.7,42.38,0,Other,Medium (300-600)
Arbys,Classic Roast Beef,360,120,14,5.0,0.5,50,970,37,2.0,5,23.0,0.0,0.0,6.0,Other,145,6.39,3.89,10.28,42.17,56.63,0,Other,Medium (300-600)
Arbys,Double Roast Beef,510,210,24,9.0,1.5,95,1610,38,2.0,5,38.0,0.0,0.0,6.0,Other,146,7.45,4.71,7.45,70.0,50.68,0,Other,Medium (300-600)
Arbys,Fire-Roasted Philly Steak,640,290,32,11.0,0.5,105,1950,46,3.0,4,42.0,,,,Other,147,6.56,5.0,7.19,84.78,46.11,0,Beverage,High (600-900)
Arbys,Grand Turkey Club,480,220,24,7.0,0.0,65,1610,37,2.0,9,30.0,15.0,10.0,15.0,Other,148,6.25,5.0,7.71,70.0,50.84,0,Other,Medium (300-600)
Arbys,Greek Gyro,710,390,44,13.0,0.0,75,1360,55,4.0,6,23.0,,,,Other,149,3.24,6.2,7.75,59.13,45.23,0,Other,High (600-900)
Arbys,Half Pound Beef 'n Cheddar Sandwich,740,350,39,14.0,2.0,130,2530,48,2.0,9,49.0,,,,Other,150,6.62,5.27,6.49,110.0,40.23,0,Main,High (600-900)
Arbys,Half Pound French Dip & Swiss,750,330,36,17.0,2.0,150,3350,51,2.0,3,55.0,,,,Other,151,7.33,4.8,6.8,145.65,33.42,0,Other,High (600-900)
Arbys,Half Pound Roast Beef Sandwich,610,270,30,12.0,2.0,130,2040,38,2.0,5,48.0,,,,Other,152,7.87,4.92,6.23,88.7,46.16,0,Main,High (600-900)
Arbys,Ham & Swiss Melt,300,80,9,4.0,0.0,35,1030,37,2.0,6,18.0,2.0,0.0,15.0,Other,153,6.0,3.0,12.33,44.78,56.53,0,Other,Low (<300)
Arbys,Loaded Italian Sandwich,680,360,40,14.0,0.5,100,2270,49,3.0,7,32.0,,,,Other,154,4.71,5.88,7.21,98.7,40.0,0,Main,High (600-900)
Arbys,Pecan Chicken Salad Flatbread,710,410,46,7.0,0.5,65,980,53,4.0,9,22.0,,,,Other,155,3.1,6.48,7.46,42.61,51.79,0,Salad/Bowl,High (600-900)
Arbys,Pecan Chicken Salad Sandwich,840,400,44,6.0,0.5,75,1210,81,6.0,20,33.0,10.0,8.0,25.0,Other,156,3.93,5.24,9.64,52.61,51.81,0,Main,High (600-900)
Arbys,2 piece Prime-Cut Chicken Tenders,240,100,11,1.5,0.0,30,640,19,1.0,0,16.0,0.0,0.0,2.0,Other,157,6.67,4.58,7.92,27.83,61.55,0,Dessert/Drink,Low (<300)
Arbys,3 piece Prime-Cut Chicken Tenders,360,150,17,2.5,0.0,45,950,28,2.0,0,23.0,0.0,4.0,2.0,Other,158,6.39,4.72,7.78,41.3,58.5,0,Dessert/Drink,Medium (300-600)
Arbys,5 piece Prime-Cut Chicken Tenders,600,250,28,4.0,0.0,75,1590,47,3.0,0,39.0,0.0,8.0,2.0,Other,159,6.5,4.67,7.83,69.13,53.32,0,Dessert/Drink,Medium (300-600)
Arbys,Reuben Sandwich,680,280,31,8.0,0.5,80,2420,62,4.0,5,37.0,6.0,20.0,35.0,Other,160,5.44,4.56,9.12,105.22,43.94,0,Main,High (600-900)
Arbys,Roast Beef Gyro,550,260,29,7.0,1.0,60,1290,48,3.0,5,24.0,10.0,15.0,10.0,Other,161,4.36,5.27,8.73,56.09,51.03,0,Other,Medium (300-600)
Arbys,Roast Turkey & Swiss Sandwich,710,260,28,7.0,0.0,65,1930,79,5.0,15,38.0,20.0,10.0,45.0,Other,162,5.35,3.94,11.13,83.91,47.79,0,Main,High (600-900)
Arbys,Roast Turkey & Swiss Wrap,520,240,27,9.0,0.0,65,1640,39,4.0,6,30.0,20.0,10.0,35.0,Other,163,5.77,5.19,7.5,71.3,48.75,0,Main,Medium (300-600)
Arbys,"Roast Turkey, Ranch & Bacon Sandwich",800,310,34,10.0,0.5,80,2420,79,5.0,16,45.0,20.0,10.0,45.0,Other,164,5.62,4.25,9.88,105.22,42.72,0,Main,High (600-900)
Arbys,"Roast Turkey, Ranch & Bacon Wrap",620,310,34,11.0,0.5,85,2130,39,4.0,6,37.0,20.0,10.0,30.0,Other,165,5.97,5.48,6.29,92.61,44.31,0,Main,High (600-900)
Arbys,Smoke Mountain w/ Beef Short Rib,740,320,35,13.0,1.0,125,2050,62,4.0,17,43.0,,,,Other,166,5.81,4.73,8.38,89.13,43.28,0,Other,High (600-900)
Arbys,Smokehouse Beef Short Rib Sandwich,590,250,59,10.0,1.0,75,1510,59,4.0,14,26.0,,,,Other,167,4.41,10.0,10.0,65.65,47.52,0,Main,Medium (300-600)
Arbys,Smokehouse Brisket,600,310,35,12.0,1.0,110,1240,42,2.0,7,33.0,4.0,8.0,20.0,Other,168,5.5,5.83,7.0,53.91,49.04,0,Other,Medium (300-600)
Arbys,Super Roast Beef,430,160,17,5.0,1.0,45,1060,45,3.0,11,23.0,10.0,10.0,8.0,Other,169,5.35,3.95,10.47,46.09,54.96,0,Other,Medium (300-600)
Arbys,Three Cheese Steak Sandwich,650,320,36,15.0,1.0,115,1760,44,2.0,9,30.0,,,,Other,170,4.62,5.54,6.77,76.52,42.59,0,Main,High (600-900)
Arbys,Triple Decker Sandwich,1030,459,51,17.0,1.0,155,2940,83,5.0,19,62.0,,,,Other,171,6.02,4.95,8.06,127.83,34.8,0,Main,Very High (900+)
Arbys,Turkey Avocado Club,730,252,28,6.0,0.0,65,2140,80,6.0,16,41.0,,,,Other,172,5.62,3.84,10.96,93.04,47.37,0,Other,High (600-900)
Arbys,Turkey Gyro,470,180,20,3.5,0.0,45,1520,48,3.0,5,25.0,10.0,15.0,10.0,Other,173,5.32,4.26,10.21,66.09,52.93,0,Other,Medium (300-600)
Arbys,Ultimate BLT,980,495,55,14.0,0.0,85,2130,80,6.0,19,43.0,,,,Other,174,4.39,5.61,8.16,92.61,40.6,0,Other,Very High (900+)
Arbys,Buffalo Chicken Slider,290,120,13,2.0,0.0,20,860,31,2.0,2,12.0,,,,Other,175,4.14,4.48,10.69,37.39,57.14,0,Other,Low (<300)
Arbys,Chicken Tender 'n Cheese Slider,290,110,12,3.5,0.0,25,720,30,1.0,1,15.0,,,,Other,176,5.17,4.14,10.34,31.3,58.08,0,Other,Low (<300)
Arbys,Corned Beef 'n Cheese Slider,220,80,9,3.5,0.0,30,890,21,1.0,1,14.0,,,,Other,177,6.36,4.09,9.55,38.7,58.17,0,Other,Low (<300)
Arbys,Ham 'n Cheese Slider,210,70,8,3.0,0.0,25,780,21,1.0,2,13.0,,,,Other,178,6.19,3.81,10.0,33.91,59.08,0,Other,Low (<300)
Arbys,Jalapeno Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other,179,5.83,4.58,8.75,29.13,58.39,0,Other,Low (<300)
Arbys,Pizza Slider,300,150,17,6.0,0.0,35,930,23,1.0,2,13.0,,,,Other,180,4.33,5.67,7.67,40.43,54.08,0,Other,Low (<300)
Arbys,Roast Beef 'n Cheese Slider,240,90,11,4.5,0.0,30,670,21,1.0,1,14.0,,,,Other,181,5.83,4.58,8.75,29.13,58.39,0,Other,Low (<300)
Arbys,Turkey 'n Cheese Slider,200,60,7,2.5,0.0,25,760,21,1.0,2,14.0,,,,Other,182,7.0,3.5,10.5,33.04,60.39,0,Other,Low (<300)
Arbys,Chopped Side Salad,70,45,5,2.5,0.0,15,100,4,1.0,2,5.0,35.0,10.0,10.0,Other,183,7.14,7.14,5.71,4.35,64.91,0,Side,Low (<300)
Arbys,Crispy Chicken Farmhouse Salad,430,220,24,8.0,0.0,65,1000,26,4.0,4,28.0,60.0,20.0,25.0,Other,184,6.51,5.58,6.05,43.48,54.46,0,Salad/Bowl,Medium (300-600)
Arbys,Greek Gyro Salad,420,340,37,9.0,0.0,55,700,11,2.0,4,10.0,,,,Other,185,2.38,8.81,2.62,30.43,51.52,0,Salad/Bowl,Medium (300-600)
Arbys,Roast Turkey Farmhouse Salad,230,120,13,7.0,0.0,55,870,8,2.0,5,22.0,60.0,20.0,25.0,Other,186,9.57,5.65,3.48,37.83,59.16,0,Salad/Bowl,Low (<300)
Arbys,Super Greek Salad,720,480,53,15.0,0.0,85,1310,39,5.0,7,22.0,,,,Other,187,3.06,7.36,5.42,56.96,43.98,0,Salad/Bowl,High (600-900)
Burger King,Bacon & Swiss Sourdough King,1000,585,65,24.0,3.0,200,1320,48,2.0,8,56.0,,,,Other,188,5.6,6.5,4.8,57.39,40.24,0,Other,Very High (900+)
Burger King,Bacon Cheeseburger,330,140,16,7.0,0.0,55,830,32,1.0,7,18.0,,,,Other,189,5.45,4.85,9.7,36.09,55.2,0,Main,Medium (300-600)
Burger King,Bacon Cheeseburger Deluxe,290,120,14,6.0,0.5,40,720,28,1.0,7,12.0,,,,Other,190,4.14,4.83,9.66,31.3,55.28,0,Main,Low (<300)
Burger King,Bacon King,1040,630,48,28.0,2.5,220,1900,48,1.0,10,57.0,,,,Other,191,5.48,4.62,4.62,82.61,33.47,0,Other,Very High (900+)
Burger King,Bacon King Jr,730,351,39,9.0,0.0,90,1930,63,0.0,16,32.0,,,,Other,192,4.38,5.34,8.63,83.91,45.4,0,Other,High (600-900)
Burger King,BBQ Bacon King,1100,675,75,29.0,3.0,220,1850,51,,13,57.0,,,,Other,193,5.18,6.82,4.64,80.43,32.8,0,Other,Very High (900+)
Burger King,Cheeseburger,300,130,14,6.0,0.0,45,710,28,1.0,6,16.0,,,,Other,194,5.33,4.67,9.33,30.87,56.57,0,Main,Low (<300)
Burger King,Double Bacon Cheeseburger,520,280,31,14.0,1.0,105,1180,33,1.0,8,31.0,,,,Other,195,5.96,5.96,6.35,51.3,48.51,0,Main,Medium (300-600)
Burger King,Double Cheeseburger,450,230,26,12.0,1.0,95,960,29,1.0,6,26.0,,,,Other,196,5.78,5.78,6.44,41.74,51.18,0,Main,Medium (300-600)
Burger King,Double Hamburger,360,160,18,8.0,0.0,70,520,28,1.0,6,22.0,,,,Other,197,6.11,5.0,7.78,22.61,57.23,0,Main,Medium (300-600)
Burger King,Double Quarter Pound King,900,486,54,25.0,3.0,210,1740,50,2.0,11,56.0,,,,Other,198,6.22,6.0,5.56,75.65,37.39,0,Other,High (600-900)
Burger King,Extra Long Cheeseburger,580,300,33,13.0,1.5,85,1030,45,2.0,9,26.0,,,,Other,199,4.48,5.69,7.76,44.78,48.69,0,Main,Medium (300-600)
Burger King,Hamburger,260,90,10,4.0,0.0,35,490,28,1.0,6,13.0,,,,Other,200,5.0,3.85,10.77,21.3,59.09,0,Main,Low (<300)
Burger King,Homestyle Cheeseburger,550,250,27,12.0,1.5,95,1140,48,2.0,10,30.0,,,,Other,201,5.45,4.91,8.73,49.57,49.65,0,Main,Medium (300-600)
Burger King,Jalapeno King Sandwich,990,585,65,24.0,3.0,205,1550,46,2.0,7,55.0,,,,Other,202,5.56,6.57,4.65,67.39,38.67,0,Main,Very High (900+)
Burger King,Mushroom & Swiss King,940,567,63,21.0,2.5,175,1380,45,,8,49.0,,,,Other,203,5.21,6.7,4.79,60.0,41.53,0,Other,Very High (900+)
Burger King,Rodeo Burger,310,110,13,4.0,0.5,25,450,38,1.0,9,9.0,,,,Other,204,2.9,4.19,12.26,19.57,57.2,0,Main,Medium (300-600)
Burger King,Rodeo King,1250,738,82,31.0,3.5,230,2270,69,3.0,14,60.0,,,,Other,205,4.8,6.56,5.52,98.7,28.23,0,Other,Very High (900+)
Burger King,Sourdough King Single,730,387,43,16.0,1.5,125,1570,52,2.0,12,35.0,,,,Other,206,4.79,5.89,7.12,68.26,43.33,0,Other,High (600-900)
Burger King,Sourdough King Double,970,549,61,24.0,3.0,205,1640,52,2.0,12,55.0,,,,Other,207,5.67,6.29,5.36,71.3,38.19,0,Other,Very High (900+)
Burger King,Steakhouse King,1100,666,74,24.0,1.0,180,1620,59,,13,50.0,,,,Other,208,4.55,6.73,5.36,70.43,37.17,0,Beverage,Very High (900+)
Burger King,Bacon & Cheese Whopper,770,432,48,16.0,2.0,95,1360,47,2.0,9,29.0,,,,Other,209,3.77,6.23,6.1,59.13,43.68,0,Other,High (600-900)
Burger King,DOUBLE WHOPPER w/o Cheese,900,510,57,19.0,2.0,140,1050,51,3.0,11,47.0,,,,Other,210,5.22,6.33,5.67,45.65,45.13,0,Other,High (600-900)
Burger King,DOUBLE WHOPPER w/ Cheese,990,580,65,24.0,2.0,160,1480,53,3.0,11,52.0,,,,Other,211,5.25,6.57,5.35,64.35,38.82,0,Other,Very High (900+)
Burger King,WHOPPER w/o Cheese,660,360,40,12.0,1.5,90,980,49,2.0,11,28.0,,,,Other,212,4.24,6.06,7.42,42.61,49.47,0,Other,High (600-900)
Burger King,WHOPPER w/ Cheese,760,430,47,16.0,1.0,100,1410,53,3.0,11,33.0,,,,Other,213,4.34,6.18,6.97,61.3,43.93,0,Other,High (600-900)
Burger King,WHOPPER JR. w/o Cheese,340,170,19,5.0,0.0,40,510,28,2.0,6,14.0,,,,Other,214,4.12,5.59,8.24,22.17,57.35,0,Other,Medium (300-600)
Burger King,WHOPPER JR. w/ Cheese,380,210,23,8.0,1.0,55,730,29,2.0,6,16.0,,,,Other,215,4.21,6.05,7.63,31.74,53.89,0,Other,Medium (300-600)
Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,590,360,40,12.0,0.0,150,1540,18,3.0,6,42.0,,,,Other,216,7.12,6.78,3.05,66.96,48.71,0,Salad/Bowl,Medium (300-600)
Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,720,450,50,13.0,0.0,120,1960,32,5.0,7,36.0,,,,Other,217,5.0,6.94,4.44,85.22,43.05,0,Salad/Bowl,High (600-900)
Burger King,Chicken BLT Salad w/ Grilled Chicken,550,330,37,10.0,0.0,115,1640,17,3.0,5,36.0,,,,Other,218,6.55,6.73,3.09,71.3,48.86,0,Salad/Bowl,Medium (300-600)
Burger King,Chicken BLT Salad w/ Crispy Chicken,690,430,48,12.0,1.0,100,1750,31,4.0,8,35.0,,,,Other,219,5.07,6.96,4.49,76.09,45.21,0,Salad/Bowl,High (600-900)
Burger King,Chicken Caesar Salad w/ Grilled Chicken,530,290,32,5.0,0.0,95,1640,26,3.0,6,35.0,,,,Other,220,6.6,6.04,4.91,71.3,52.4,0,Salad/Bowl,Medium (300-600)
Burger King,Chicken Caesar Salad w/ Crispy Chicken,670,380,43,7.0,0.0,80,1760,40,5.0,8,34.0,,,,Other,221,5.07,6.42,5.97,76.52,48.64,0,Salad/Bowl,High (600-900)
Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560,270,30,7.0,0.0,90,980,40,4.0,34,29.0,,,,Other,222,5.18,5.36,7.14,42.61,53.92,0,Salad/Bowl,Medium (300-600)
Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700,370,41,9.0,0.0,80,1090,54,5.0,37,28.0,,,,Other,223,4.0,5.86,7.71,47.39,50.59,0,Salad/Bowl,High (600-900)
Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320,120,14,6.0,0.0,115,650,16,2.0,4,36.0,,,,Other,224,11.25,4.38,5.0,28.26,63.04,0,Salad/Bowl,Medium (300-600)
Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450,220,24,7.0,0.0,85,1070,30,5.0,6,29.0,,,,Other,225,6.44,5.33,6.67,46.52,54.62,0,Salad/Bowl,Medium (300-600)
Burger King,Side Caesar Salad with dressing,220,180,20,4.0,0.0,10,540,7,2.0,3,6.0,,,,Other,226,2.73,9.09,3.18,23.48,56.42,0,Side,Low (<300)
Burger King,Side Garden Salad and Avocado Ranch Dressing,230,190,21,5.0,0.0,30,520,7,2.0,3,5.0,,,,Other,227,2.17,9.13,3.04,22.61,55.29,0,Side,Low (<300)
Burger King,Bacon Cheddar Ranch Crispy Chicken Sandwich,830,468,52,14.0,0.5,110,2100,57,,9,34.0,,,,Other,228,4.1,6.27,6.87,91.3,40.5,0,Main,High (600-900)
Burger King,BBQ Bacon Crispy Chicken Sandwich,440,243,27,4.5,0.0,15,630,44,,13,7.0,,,,Other,229,1.59,6.14,10.0,27.39,54.31,0,Main,Medium (300-600)
Burger King,Big Fish Sandwich,530,250,27,4.5,0.0,30,1360,54,2.0,7,17.0,,,,Other,230,3.21,5.09,10.19,59.13,51.13,0,Main,Medium (300-600)
Burger King,BK VEGGIE Burger,410,150,16,3.0,0.0,5,1030,44,7.0,8,22.0,,,,Other,231,5.37,3.9,10.73,44.78,56.58,0,Main,Medium (300-600)
Burger King,Chicken Burger,480,220,25,2.5,0.0,5,1160,42,2.0,10,22.0,,,,Other,232,4.58,5.21,8.75,50.43,55.25,0,Main,Medium (300-600)
Burger King,Chicken Cordon Bleu Sandwich,730,351,39,9.0,0.0,90,1930,63,,16,32.0,,,,Other,233,4.38,5.34,8.63,83.91,45.4,0,Main,High (600-900)
Burger King,Chicken Fries,290,150,17,3.0,1.5,40,780,18,1.0,1,16.0,,,,Other,234,5.52,5.86,6.21,33.91,58.39,0,Side,Low (<300)
Burger King,4 Piece Chicken Nuggets,190,100,11,2.0,0.0,25,310,10,1.0,0,10.0,,,,Other,235,5.26,5.79,5.26,13.48,61.94,0,Side,Low (<300)
Burger King,6 Piece Chicken Nuggets,290,150,17,3.0,0.0,40,460,15,1.0,0,15.0,,,,Other,236,5.17,5.86,5.17,20.0,60.16,0,Side,Low (<300)
Burger King,20 Piece Chicken Nuggets,950,500,55,11.0,0.0,130,1530,50,5.0,0,51.0,,,,Other,237,5.37,5.79,5.26,66.52,47.68,0,Side,Very High (900+)
Burger King,Chicken Nuggets (10pc),470,260,29,5.0,0.0,50,890,34,5.0,0,21.0,,,,Other,238,4.47,6.17,7.23,38.7,55.19,0,Side,Medium (300-600)
Burger King,Chicken Parmesan Sandwich,570,225,25,8.0,0.0,70,1340,57,,9,32.0,,,,Other,239,5.61,4.39,10.0,58.26,51.28,0,Main,Medium (300-600)
Burger King,Crispy Buffalo Chicken Melt,580,252,28,8.0,0.5,70,2310,56,,8,30.0,,,,Other,240,5.17,4.83,9.66,100.43,44.39,0,Other,Medium (300-600)
Burger King,Crispy Chicken Jr.,430,250,28,4.5,0.0,30,760,34,2.0,4,12.0,,,,Other,241,2.79,6.51,7.91,33.04,54.68,0,Other,Medium (300-600)
Burger King,Crispy Chicken Sandwich,670,370,41,7.0,0.5,60,1070,54,2.0,7,23.0,,,,Other,242,3.43,6.12,8.06,46.52,51.53,0,Main,High (600-900)
Burger King,Grilled Chicken Sandwich,470,170,19,3.5,0.0,85,850,39,2.0,6,37.0,,,,Other,243,7.87,4.04,8.3,36.96,59.99,0,Main,Medium (300-600)
Burger King,Grilled Chili Cheese Dog,330,170,19,8.0,1.0,40,980,28,2.0,5,14.0,,,,Other,244,4.24,5.76,8.48,42.61,52.26,0,Other,Medium (300-600)
Burger King,Grilled Hot Dog,310,140,16,6.0,1.0,30,960,32,2.0,10,11.0,,,,Other,245,3.55,5.16,10.32,41.74,53.08,0,Other,Medium (300-600)
Burger King,Jalapeno Chicken Fries,300,160,18,3.0,0.0,40,950,19,1.0,1,15.0,,,,Other,246,5.0,6.0,6.33,41.3,56.73,0,Side,Low (<300)
Burger King,Original Chicken Sandwich,630,350,39,7.0,1.0,65,1390,46,3.0,4,24.0,,,,Other,247,3.81,6.19,7.3,60.43,49.8,0,Main,High (600-900)
Burger King,Pretzel Chicken Fries,340,189,21,3.5,0.0,45,1200,21,1.0,1,16.0,,,,Other,248,4.71,6.18,6.18,52.17,54.42,0,Side,Medium (300-600)
Burger King,Rodeo Crispy Chicken Sandwich,410,150,17,3.0,0.0,20,870,53,2.0,14,12.0,,,,Other,249,2.93,4.15,12.93,37.83,55.14,0,Main,Medium (300-600)
